timestamp,open,high,low,close,volume,year,month,day
2025-08-21 00:00:00+00:00,187.95,187.95,187.65,187.9,20456.387,2025,8,21
2025-08-21 00:05:00+00:00,187.9,188.5,187.65,187.66,25566.218,2025,8,21
2025-08-21 00:10:00+00:00,187.65,187.79,187.4,187.4,7692.942,2025,8,21
2025-08-21 00:15:00+00:00,187.41,187.62,187.05,187.05,10326.572,2025,8,21
2025-08-21 00:20:00+00:00,187.06,187.36,187.02,187.31,11862.863,2025,8,21
2025-08-21 00:25:00+00:00,187.31,187.37,187.16,187.28,2852.803,2025,8,21
2025-08-21 00:30:00+00:00,187.28,188.0,187.28,187.95,6071.676,2025,8,21
2025-08-21 00:35:00+00:00,187.95,189.22,187.9,188.5,33557.632,2025,8,21
2025-08-21 00:40:00+00:00,188.5,188.57,188.23,188.23,7675.203,2025,8,21
2025-08-21 00:45:00+00:00,188.23,188.4,187.52,187.63,6992.762,2025,8,21
2025-08-21 00:50:00+00:00,187.62,187.94,187.55,187.81,3757.209,2025,8,21
2025-08-21 00:55:00+00:00,187.82,188.03,187.75,187.93,2716.55,2025,8,21
2025-08-21 01:00:00+00:00,187.92,188.23,187.72,187.77,8277.695,2025,8,21
2025-08-21 01:05:00+00:00,187.77,187.82,187.53,187.58,4234.383,2025,8,21
2025-08-21 01:10:00+00:00,187.57,187.7,187.46,187.46,3634.951,2025,8,21
2025-08-21 01:15:00+00:00,187.46,187.61,186.88,186.91,11859.378,2025,8,21
2025-08-21 01:20:00+00:00,186.92,187.26,186.88,187.18,8850.43,2025,8,21
2025-08-21 01:25:00+00:00,187.17,187.53,187.01,187.04,3413.828,2025,8,21
2025-08-21 01:30:00+00:00,187.03,187.12,186.79,187.1,8133.656,2025,8,21
2025-08-21 01:35:00+00:00,187.1,187.46,186.97,187.38,13161.865,2025,8,21
2025-08-21 01:40:00+00:00,187.38,187.58,187.18,187.23,10415.12,2025,8,21
2025-08-21 01:45:00+00:00,187.23,187.41,186.92,187.3,10069.066,2025,8,21
2025-08-21 01:50:00+00:00,187.29,187.68,187.28,187.66,9175.751,2025,8,21
2025-08-21 01:55:00+00:00,187.67,189.28,187.66,189.09,64389.374,2025,8,21
2025-08-21 02:00:00+00:00,189.08,189.99,188.85,189.16,40008.464,2025,8,21
2025-08-21 02:05:00+00:00,189.17,189.17,187.94,188.16,22647.308,2025,8,21
2025-08-21 02:10:00+00:00,188.15,188.16,186.94,187.02,15568.383,2025,8,21
2025-08-21 02:15:00+00:00,187.02,187.14,186.24,186.46,18855.623,2025,8,21
2025-08-21 02:20:00+00:00,186.46,186.69,186.17,186.28,11067.997,2025,8,21
2025-08-21 02:25:00+00:00,186.29,186.81,186.25,186.63,17846.722,2025,8,21
2025-08-21 02:30:00+00:00,186.62,186.67,186.07,186.08,13991.195,2025,8,21
2025-08-21 02:35:00+00:00,186.08,186.21,185.56,185.66,28044.208,2025,8,21
2025-08-21 02:40:00+00:00,185.67,185.98,185.51,185.91,29748.231,2025,8,21
2025-08-21 02:45:00+00:00,185.91,186.25,185.79,185.94,20685.447,2025,8,21
2025-08-21 02:50:00+00:00,185.94,186.4,185.94,186.38,25485.858,2025,8,21
2025-08-21 02:55:00+00:00,186.39,186.58,186.37,186.47,10296.118,2025,8,21
2025-08-21 03:00:00+00:00,186.47,187.6,186.35,187.54,26108.799,2025,8,21
2025-08-21 03:05:00+00:00,187.53,189.5,187.49,189.45,40790.901,2025,8,21
2025-08-21 03:10:00+00:00,189.45,190.1,188.66,189.1,107287.611,2025,8,21
2025-08-21 03:15:00+00:00,189.09,189.39,188.52,188.55,22605.502,2025,8,21
2025-08-21 03:20:00+00:00,188.56,189.2,188.37,188.86,19789.491,2025,8,21
2025-08-21 03:25:00+00:00,188.87,189.15,188.57,188.66,10497.978,2025,8,21
2025-08-21 03:30:00+00:00,188.65,188.8,188.34,188.38,12104.797,2025,8,21
2025-08-21 03:35:00+00:00,188.38,188.46,188.07,188.31,14915.419,2025,8,21
2025-08-21 03:40:00+00:00,188.31,188.85,188.29,188.65,9258.45,2025,8,21
2025-08-21 03:45:00+00:00,188.66,188.74,188.29,188.29,7491.665,2025,8,21
2025-08-21 03:50:00+00:00,188.28,188.93,188.17,188.49,15908.081,2025,8,21
2025-08-21 03:55:00+00:00,188.5,188.94,188.35,188.43,11656.066,2025,8,21
2025-08-21 04:00:00+00:00,188.43,188.64,188.14,188.56,9214.995,2025,8,21
